flight_id,flight_number,origin,destination,origin_city,destination_city,origin_airport,destination_airport,depart_date,depart_time,arrive_time,duration_hrs,duration_mins,cabin,fare_class,base_fare,seats_available
FL00177,UK402,JNB,PNQ,Johannesburg,Pune,OR Tambo Intl,Pune Intl,2026-05-18,05:30,14:45,9,15,Business,J,89409,127
FL00178,G8513,FRA,BKK,Frankfurt,Bangkok,Frankfurt Intl,Suvarnabhumi,2026-08-13,13:00,19:30,6,30,Business,J,40331,121
FL00179,9W979,SIN,PNQ,Singapore,Pune,Changi,Pune Intl,2026-07-31,13:15,03:00,13,45,First,F,160399,26
FL00180,UK354,CCU,FRA,Kolkata,Frankfurt,Netaji Subhas Intl,Frankfurt Intl,2026-07-19,19:00,03:45,8,45,Business,J,83541,78
FL00181,9W303,PEK,CDG,Beijing,Paris,Beijing Capital,Charles de Gaulle,2026-04-24,05:00,19:45,14,45,First,F,179202,113
FL00182,9W792,FRA,GOI,Frankfurt,Goa,Frankfurt Intl,Goa Intl,2026-05-27,07:15,17:45,10,30,Economy,Y,6926,19
FL00183,UK238,BOM,JNB,Mumbai,Johannesburg,Chhatrapati Shivaji Intl,OR Tambo Intl,2026-05-23,09:45,22:30,12,45,Premium Economy,W,22593,150
FL00184,G8647,YYZ,KTM,Toronto,Kathmandu,Toronto Pearson,Tribhuvan Intl,2026-06-27,09:30,22:00,12,30,Premium Economy,W,32855,119
FL00185,JA212,YYZ,SYD,Toronto,Sydney,Toronto Pearson,Kingsford Smith,2026-08-06,12:15,17:45,5,30,Premium Economy,W,31235,64
FL00186,SG391,AMD,PNQ,Ahmedabad,Pune,Sardar Vallabhbhai Patel Intl,Pune Intl,2026-06-10,22:15,09:45,11,30,Business,J,81702,110
FL00187,AI350,PEK,CCU,Beijing,Kolkata,Beijing Capital,Netaji Subhas Intl,2026-08-15,06:30,12:45,6,15,First,F,160223,32
FL00188,9W227,PEK,MAA,Beijing,Chennai,Beijing Capital,Chennai Intl,2026-06-13,09:15,19:00,9,45,Business,J,54950,136
FL00189,6E581,AMD,PEK,Ahmedabad,Beijing,Sardar Vallabhbhai Patel Intl,Beijing Capital,2026-07-25,22:30,01:00,2,30,Premium Economy,W,23877,65
FL00190,G8238,KTM,NYC,Kathmandu,New York,Tribhuvan Intl,John F Kennedy Intl,2026-05-28,09:00,20:15,11,15,Business,J,35448,45
FL00191,JA219,LHR,SYD,London,Sydney,Heathrow,Kingsford Smith,2026-07-04,22:30,09:30,11,0,Economy,Y,11858,23
FL00192,6E615,HKG,KTM,Hong Kong,Kathmandu,Hong Kong Intl,Tribhuvan Intl,2026-04-14,02:00,13:00,11,0,Business,J,46858,38
FL00193,9W215,DOH,AMD,Doha,Ahmedabad,Hamad Intl,Sardar Vallabhbhai Patel Intl,2026-08-14,02:30,05:15,2,45,Economy,Y,13172,125
FL00194,9W197,AUH,DEL,Abu Dhabi,New Delhi,Abu Dhabi Intl,Indira Gandhi Intl,2026-08-20,13:15,03:00,13,45,Premium Economy,W,34584,69
FL00195,SG913,AUH,DXB,Abu Dhabi,Dubai,Abu Dhabi Intl,Dubai Intl,2026-06-28,19:30,05:45,10,15,First,F,180824,38
FL00196,G8970,DEL,ICN,New Delhi,Seoul,Indira Gandhi Intl,Incheon Intl,2026-04-09,09:15,20:15,11,0,Premium Economy,W,16940,145
FL00197,G8849,SIN,DXB,Singapore,Dubai,Changi,Dubai Intl,2026-07-18,07:15,19:45,12,30,Premium Economy,W,18341,144
FL00198,JA258,DOH,CCU,Doha,Kolkata,Hamad Intl,Netaji Subhas Intl,2026-03-03,10:45,00:45,14,0,First,F,101165,30
FL00199,6E795,DOH,DAC,Doha,Dhaka,Hamad Intl,Hazrat Shahjalal Intl,2026-04-03,03:00,08:00,5,0,Premium Economy,W,31269,34
FL00200,9W580,PNQ,PEK,Pune,Beijing,Pune Intl,Beijing Capital,2026-03-15,01:30,05:15,3,45,Economy,Y,3436,119
FL00201,G8187,BLR,DEL,Bangalore,New Delhi,Kempegowda Intl,Indira Gandhi Intl,2026-06-13,10:30,21:15,10,45,Premium Economy,W,31521,9
FL00202,SG254,HYD,KUL,Hyderabad,Kuala Lumpur,Rajiv Gandhi Intl,KLIA,2026-03-23,13:15,19:00,5,45,First,F,192083,114
FL00203,UK195,NYC,BLR,New York,Bangalore,John F Kennedy Intl,Kempegowda Intl,2026-07-23,17:30,01:45,8,15,Economy,Y,7336,93
FL00204,G8800,DEL,BKK,New Delhi,Bangkok,Indira Gandhi Intl,Suvarnabhumi,2026-07-23,12:00,01:45,13,45,Economy,Y,11155,31
FL00205,AI709,PNQ,DXB,Pune,Dubai,Pune Intl,Dubai Intl,2026-06-20,02:30,04:15,1,45,Economy,Y,9825,112
FL00206,9W532,HKG,NRT,Hong Kong,Tokyo,Hong Kong Intl,Narita Intl,2026-05-25,15:30,04:45,13,15,First,F,112791,54
FL00207,AI200,SYD,JNB,Sydney,Johannesburg,Kingsford Smith,OR Tambo Intl,2026-06-05,17:00,02:45,9,45,Economy,Y,13246,23
FL00208,JA920,KUL,JNB,Kuala Lumpur,Johannesburg,KLIA,OR Tambo Intl,2026-07-04,07:45,22:30,14,45,Economy,Y,13701,132
FL00209,UK778,KUL,DOH,Kuala Lumpur,Doha,KLIA,Hamad Intl,2026-07-22,20:45,23:00,2,15,Business,J,59406,13
FL00210,SG572,HYD,DXB,Hyderabad,Dubai,Rajiv Gandhi Intl,Dubai Intl,2026-03-22,10:45,20:45,10,0,First,F,100500,73
FL00211,G8175,PEK,NRT,Beijing,Tokyo,Beijing Capital,Narita Intl,2026-05-15,15:30,00:00,8,30,Premium Economy,W,16535,8
FL00212,AI757,CDG,SYD,Paris,Sydney,Charles de Gaulle,Kingsford Smith,2026-06-01,20:15,04:00,7,45,Premium Economy,W,34504,26
FL00213,6E903,AUH,DAC,Abu Dhabi,Dhaka,Abu Dhabi Intl,Hazrat Shahjalal Intl,2026-04-18,03:45,17:45,14,0,First,F,150030,13
FL00214,JA166,DXB,NYC,Dubai,New York,Dubai Intl,John F Kennedy Intl,2026-03-14,06:45,07:45,1,0,Business,J,38219,44
FL00215,AI445,HYD,DXB,Hyderabad,Dubai,Rajiv Gandhi Intl,Dubai Intl,2026-06-02,05:15,16:00,10,45,Premium Economy,W,29397,35
FL00216,6E383,ICN,COK,Seoul,Kochi,Incheon Intl,Cochin Intl,2026-04-11,12:45,14:00,1,15,First,F,189174,122
FL00217,9W963,HYD,DOH,Hyderabad,Doha,Rajiv Gandhi Intl,Hamad Intl,2026-04-13,19:15,20:15,1,0,Business,J,85974,64
FL00218,G8667,YYZ,MAA,Toronto,Chennai,Toronto Pearson,Chennai Intl,2026-04-14,20:15,02:15,6,0,First,F,112196,120
FL00219,AI717,BKK,FRA,Bangkok,Frankfurt,Suvarnabhumi,Frankfurt Intl,2026-05-04,21:45,00:30,2,45,Economy,Y,3052,78
FL00220,SG401,AUH,DXB,Abu Dhabi,Dubai,Abu Dhabi Intl,Dubai Intl,2026-04-08,13:30,22:30,9,0,First,F,133960,17
FL00221,AI643,KTM,NRT,Kathmandu,Tokyo,Tribhuvan Intl,Narita Intl,2026-08-06,02:15,03:30,1,15,Premium Economy,W,21420,79
FL00222,JA659,NRT,AUH,Tokyo,Abu Dhabi,Narita Intl,Abu Dhabi Intl,2026-06-04,07:15,08:45,1,30,Economy,Y,12055,124
FL00223,AI265,CMB,KTM,Colombo,Kathmandu,Bandaranaike Intl,Tribhuvan Intl,2026-03-11,15:15,02:30,11,15,First,F,135544,104
FL00224,UK459,DXB,FRA,Dubai,Frankfurt,Dubai Intl,Frankfurt Intl,2026-03-21,15:00,17:15,2,15,First,F,113101,18
FL00225,UK384,LHR,DXB,London,Dubai,Heathrow,Dubai Intl,2026-08-09,06:30,11:15,4,45,Business,J,81251,42
FL00226,6E405,ICN,JNB,Seoul,Johannesburg,Incheon Intl,OR Tambo Intl,2026-08-04,15:45,20:15,4,30,Premium Economy,W,17671,129
FL00227,G8653,AUH,NYC,Abu Dhabi,New York,Abu Dhabi Intl,John F Kennedy Intl,2026-05-02,15:00,17:30,2,30,Premium Economy,W,26722,112
FL00228,AI535,BLR,FRA,Bangalore,Frankfurt,Kempegowda Intl,Frankfurt Intl,2026-06-01,06:15,12:00,5,45,First,F,93862,30
FL00229,AI724,SIN,DOH,Singapore,Doha,Changi,Hamad Intl,2026-04-12,12:15,21:30,9,15,Business,J,71205,86
FL00230,AI855,AUH,PEK,Abu Dhabi,Beijing,Abu Dhabi Intl,Beijing Capital,2026-05-27,09:00,16:45,7,45,Business,J,75716,20
FL00231,AI478,BLR,YYZ,Bangalore,Toronto,Kempegowda Intl,Toronto Pearson,2026-07-10,09:45,13:30,3,45,Economy,Y,8230,81
FL00232,UK236,PNQ,BLR,Pune,Bangalore,Pune Intl,Kempegowda Intl,2026-07-05,18:00,20:30,2,30,First,F,143238,103
FL00233,G8668,KUL,DAC,Kuala Lumpur,Dhaka,KLIA,Hazrat Shahjalal Intl,2026-08-14,03:30,13:15,9,45,Premium Economy,W,30997,87
FL00234,UK248,MAA,BLR,Chennai,Bangalore,Chennai Intl,Kempegowda Intl,2026-05-17,18:30,20:30,2,0,Economy,Y,3376,99
FL00235,UK326,LHR,KUL,London,Kuala Lumpur,Heathrow,KLIA,2026-07-14,21:00,10:15,13,15,Premium Economy,W,27665,74
FL00236,9W767,DEL,BOM,New Delhi,Mumbai,Indira Gandhi Intl,Chhatrapati Shivaji Intl,2026-08-16,16:15,02:15,10,0,Economy,Y,7673,39
FL00237,UK280,GOI,CDG,Goa,Paris,Goa Intl,Charles de Gaulle,2026-04-02,23:00,00:45,1,45,First,F,162307,27
FL00238,SG647,DAC,BOM,Dhaka,Mumbai,Hazrat Shahjalal Intl,Chhatrapati Shivaji Intl,2026-05-05,08:00,20:00,12,0,First,F,159439,91
FL00239,G8744,SYD,BKK,Sydney,Bangkok,Kingsford Smith,Suvarnabhumi,2026-05-21,16:00,04:30,12,30,First,F,197918,128
FL00240,AI825,KTM,NYC,Kathmandu,New York,Tribhuvan Intl,John F Kennedy Intl,2026-03-04,20:15,03:45,7,30,First,F,187602,29
FL00241,AI907,HKG,KUL,Hong Kong,Kuala Lumpur,Hong Kong Intl,KLIA,2026-06-01,17:45,19:15,1,30,Economy,Y,14716,7
FL00242,G8384,NRT,LHR,Tokyo,London,Narita Intl,Heathrow,2026-06-25,02:30,12:30,10,0,Economy,Y,7945,96
FL00243,JA159,DAC,ICN,Dhaka,Seoul,Hazrat Shahjalal Intl,Incheon Intl,2026-05-12,20:45,21:45,1,0,Economy,Y,3400,77
FL00244,SG840,NYC,PNQ,New York,Pune,John F Kennedy Intl,Pune Intl,2026-07-06,12:15,17:15,5,0,Economy,Y,10162,146
FL00245,G8325,ICN,AMD,Seoul,Ahmedabad,Incheon Intl,Sardar Vallabhbhai Patel Intl,2026-03-30,21:00,08:00,11,0,Premium Economy,W,30839,126
FL00246,JA499,PEK,BKK,Beijing,Bangkok,Beijing Capital,Suvarnabhumi,2026-03-27,13:45,02:30,12,45,Economy,Y,10621,83
FL00247,AI740,LHR,GOI,London,Goa,Heathrow,Goa Intl,2026-06-15,13:15,22:45,9,30,Business,J,35320,135
FL00248,9W228,GOI,HKG,Goa,Hong Kong,Goa Intl,Hong Kong Intl,2026-05-07,22:45,03:30,4,45,First,F,115560,21
FL00249,9W775,SYD,HYD,Sydney,Hyderabad,Kingsford Smith,Rajiv Gandhi Intl,2026-07-16,04:30,17:30,13,0,First,F,187516,58
FL00250,G8764,DEL,GOI,New Delhi,Goa,Indira Gandhi Intl,Goa Intl,2026-07-30,00:30,10:45,10,15,First,F,160069,58
FL00251,JA214,DEL,HYD,New Delhi,Hyderabad,Indira Gandhi Intl,Rajiv Gandhi Intl,2026-05-22,22:45,09:15,10,30,First,F,195224,139
FL00252,JA476,NRT,BOM,Tokyo,Mumbai,Narita Intl,Chhatrapati Shivaji Intl,2026-08-17,13:30,21:00,7,30,Economy,Y,5684,126
FL00253,6E159,LHR,SIN,London,Singapore,Heathrow,Changi,2026-04-20,19:45,22:00,2,15,First,F,168149,92
FL00254,6E120,GOI,NRT,Goa,Tokyo,Goa Intl,Narita Intl,2026-07-14,17:30,08:00,14,30,Business,J,37616,140
FL00255,UK940,CCU,NYC,Kolkata,New York,Netaji Subhas Intl,John F Kennedy Intl,2026-08-18,17:30,03:15,9,45,Economy,Y,6175,7
FL00256,UK582,GOI,NYC,Goa,New York,Goa Intl,John F Kennedy Intl,2026-04-18,04:45,10:15,5,30,Economy,Y,12012,143
FL00257,6E436,KTM,BOM,Kathmandu,Mumbai,Tribhuvan Intl,Chhatrapati Shivaji Intl,2026-06-26,02:30,06:00,3,30,Business,J,46915,31
FL00258,G8565,NRT,KUL,Tokyo,Kuala Lumpur,Narita Intl,KLIA,2026-07-01,19:45,07:15,11,30,Business,J,53534,4
FL00259,AI603,COK,LHR,Kochi,London,Cochin Intl,Heathrow,2026-07-21,21:00,22:30,1,30,Business,J,47478,60
FL00260,SG494,DEL,AMD,New Delhi,Ahmedabad,Indira Gandhi Intl,Sardar Vallabhbhai Patel Intl,2026-04-08,15:30,17:30,2,0,Premium Economy,W,25608,94
FL00261,AI556,PEK,ICN,Beijing,Seoul,Beijing Capital,Incheon Intl,2026-05-21,04:00,18:15,14,15,Economy,Y,3783,81
FL00262,AI325,DXB,DOH,Dubai,Doha,Dubai Intl,Hamad Intl,2026-08-06,06:15,16:15,10,0,First,F,174326,4
FL00263,JA140,DAC,DXB,Dhaka,Dubai,Hazrat Shahjalal Intl,Dubai Intl,2026-08-13,17:45,05:00,11,15,Business,J,44885,12
FL00264,6E690,YYZ,BOM,Toronto,Mumbai,Toronto Pearson,Chhatrapati Shivaji Intl,2026-04-30,08:30,10:15,1,45,First,F,97870,5
FL00265,6E403,SIN,KUL,Singapore,Kuala Lumpur,Changi,KLIA,2026-04-13,15:15,21:00,5,45,Business,J,75936,138
FL00266,JA558,YYZ,COK,Toronto,Kochi,Toronto Pearson,Cochin Intl,2026-04-06,04:15,10:15,6,0,Economy,Y,10053,103
FL00267,UK889,YYZ,BKK,Toronto,Bangkok,Toronto Pearson,Suvarnabhumi,2026-07-31,11:30,15:00,3,30,First,F,198264,125
FL00268,9W187,MAA,YYZ,Chennai,Toronto,Chennai Intl,Toronto Pearson,2026-05-29,11:45,01:00,13,15,Premium Economy,W,20577,2
FL00269,G8484,NYC,BKK,New York,Bangkok,John F Kennedy Intl,Suvarnabhumi,2026-04-04,08:30,11:45,3,15,Business,J,68994,15
FL00270,6E617,AUH,NYC,Abu Dhabi,New York,Abu Dhabi Intl,John F Kennedy Intl,2026-03-12,17:15,21:30,4,15,Business,J,52002,51
FL00271,G8328,PNQ,CMB,Pune,Colombo,Pune Intl,Bandaranaike Intl,2026-08-09,00:30,04:45,4,15,Business,J,65128,104
FL00272,6E189,CDG,GOI,Paris,Goa,Charles de Gaulle,Goa Intl,2026-06-24,12:30,13:45,1,15,Premium Economy,W,24419,2
FL00273,SG536,HKG,CMB,Hong Kong,Colombo,Hong Kong Intl,Bandaranaike Intl,2026-07-24,20:45,09:15,12,30,Economy,Y,13283,41
FL00274,UK232,DEL,BKK,New Delhi,Bangkok,Indira Gandhi Intl,Suvarnabhumi,2026-07-25,21:45,05:30,7,45,Premium Economy,W,27430,54
FL00275,9W977,AUH,DEL,Abu Dhabi,New Delhi,Abu Dhabi Intl,Indira Gandhi Intl,2026-05-06,00:00,11:30,11,30,First,F,165846,73
FL00276,SG131,LHR,AUH,London,Abu Dhabi,Heathrow,Abu Dhabi Intl,2026-07-12,11:15,14:30,3,15,Business,J,54797,15
FL00277,6E906,BOM,DOH,Mumbai,Doha,Chhatrapati Shivaji Intl,Hamad Intl,2026-03-31,12:30,15:00,2,30,Premium Economy,W,15995,87
FL00278,G8979,PNQ,KTM,Pune,Kathmandu,Pune Intl,Tribhuvan Intl,2026-08-09,02:45,15:00,12,15,Business,J,58197,98
FL00279,9W671,DAC,COK,Dhaka,Kochi,Hazrat Shahjalal Intl,Cochin Intl,2026-05-05,09:45,14:15,4,30,Premium Economy,W,33759,94
FL00280,6E153,DXB,BLR,Dubai,Bangalore,Dubai Intl,Kempegowda Intl,2026-08-07,20:45,09:15,12,30,Premium Economy,W,20383,65
FL00281,9W517,KTM,LHR,Kathmandu,London,Tribhuvan Intl,Heathrow,2026-04-17,15:45,05:15,13,30,Business,J,86232,104
FL00282,9W367,JNB,CCU,Johannesburg,Kolkata,OR Tambo Intl,Netaji Subhas Intl,2026-05-21,10:00,22:45,12,45,Premium Economy,W,16753,143
FL00283,UK501,AMD,CMB,Ahmedabad,Colombo,Sardar Vallabhbhai Patel Intl,Bandaranaike Intl,2026-05-24,18:15,02:30,8,15,Economy,Y,14106,77
FL00284,SG194,DXB,CMB,Dubai,Colombo,Dubai Intl,Bandaranaike Intl,2026-06-01,13:00,22:30,9,30,First,F,179665,31
FL00285,G8327,AMD,FRA,Ahmedabad,Frankfurt,Sardar Vallabhbhai Patel Intl,Frankfurt Intl,2026-06-08,18:15,08:30,14,15,Business,J,48160,17
FL00286,6E633,SIN,AUH,Singapore,Abu Dhabi,Changi,Abu Dhabi Intl,2026-05-17,20:30,03:15,6,45,Economy,Y,5625,96
FL00287,6E386,LHR,DXB,London,Dubai,Heathrow,Dubai Intl,2026-06-02,00:15,11:00,10,45,First,F,130504,113
FL00288,JA136,AMD,YYZ,Ahmedabad,Toronto,Sardar Vallabhbhai Patel Intl,Toronto Pearson,2026-05-09,15:00,03:00,12,0,Business,J,78075,51
FL00289,AI523,SIN,KUL,Singapore,Kuala Lumpur,Changi,KLIA,2026-03-31,10:00,18:45,8,45,First,F,120426,76
FL00290,6E876,PNQ,DXB,Pune,Dubai,Pune Intl,Dubai Intl,2026-07-01,16:00,21:00,5,0,First,F,199976,149
FL00291,G8966,KTM,LHR,Kathmandu,London,Tribhuvan Intl,Heathrow,2026-04-11,13:30,14:45,1,15,Premium Economy,W,16061,136
FL00292,G8206,AMD,YYZ,Ahmedabad,Toronto,Sardar Vallabhbhai Patel Intl,Toronto Pearson,2026-07-18,11:15,17:45,6,30,Economy,Y,5823,82
FL00293,SG493,BOM,COK,Mumbai,Kochi,Chhatrapati Shivaji Intl,Cochin Intl,2026-05-12,03:45,16:30,12,45,Economy,Y,7913,112
FL00294,JA146,DXB,FRA,Dubai,Frankfurt,Dubai Intl,Frankfurt Intl,2026-03-17,08:00,11:45,3,45,Business,J,50745,142
FL00295,SG919,DXB,KTM,Dubai,Kathmandu,Dubai Intl,Tribhuvan Intl,2026-03-15,06:30,14:30,8,0,Premium Economy,W,30464,26
FL00296,SG641,CMB,KUL,Colombo,Kuala Lumpur,Bandaranaike Intl,KLIA,2026-03-25,09:45,16:45,7,0,Economy,Y,5915,31
FL00297,UK717,CMB,PNQ,Colombo,Pune,Bandaranaike Intl,Pune Intl,2026-06-14,23:30,09:00,9,30,Economy,Y,3769,108
FL00298,6E452,DAC,COK,Dhaka,Kochi,Hazrat Shahjalal Intl,Cochin Intl,2026-07-23,16:30,05:30,13,0,First,F,191550,42
FL00299,SG826,AUH,NYC,Abu Dhabi,New York,Abu Dhabi Intl,John F Kennedy Intl,2026-07-12,15:45,22:45,7,0,First,F,129595,69
FL00300,SG930,CMB,PEK,Colombo,Beijing,Bandaranaike Intl,Beijing Capital,2026-07-02,01:15,06:15,5,0,First,F,148623,43
FL00301,AI212,CCU,SIN,Kolkata,Singapore,Netaji Subhas Intl,Changi,2026-04-29,07:30,10:00,2,30,Premium Economy,W,18917,108
FL00302,AI786,DXB,HYD,Dubai,Hyderabad,Dubai Intl,Rajiv Gandhi Intl,2026-06-07,22:45,08:00,9,15,Economy,Y,4359,122
FL00303,JA477,CMB,CDG,Colombo,Paris,Bandaranaike Intl,Charles de Gaulle,2026-03-09,19:15,04:15,9,0,Economy,Y,6806,122
FL00304,G8967,AUH,AMD,Abu Dhabi,Ahmedabad,Abu Dhabi Intl,Sardar Vallabhbhai Patel Intl,2026-06-01,16:00,01:00,9,0,Economy,Y,6169,129
FL00305,JA448,GOI,DOH,Goa,Doha,Goa Intl,Hamad Intl,2026-04-25,16:00,01:45,9,45,Premium Economy,W,32158,60
FL00306,9W599,PNQ,DOH,Pune,Doha,Pune Intl,Hamad Intl,2026-03-22,13:15,02:45,13,30,Premium Economy,W,26985,58
FL00307,6E952,PNQ,DXB,Pune,Dubai,Pune Intl,Dubai Intl,2026-07-27,21:45,09:00,11,15,Premium Economy,W,17336,97
FL00308,SG146,DEL,ICN,New Delhi,Seoul,Indira Gandhi Intl,Incheon Intl,2026-06-11,18:00,08:30,14,30,First,F,125151,19
FL00309,JA260,SIN,DEL,Singapore,New Delhi,Changi,Indira Gandhi Intl,2026-05-18,07:30,15:30,8,0,First,F,95111,60
FL00310,9W464,YYZ,COK,Toronto,Kochi,Toronto Pearson,Cochin Intl,2026-06-13,10:15,15:45,5,30,Economy,Y,9752,19
FL00311,SG191,DXB,CMB,Dubai,Colombo,Dubai Intl,Bandaranaike Intl,2026-04-09,10:45,14:15,3,30,First,F,125223,19
FL00312,SG528,CDG,SIN,Paris,Singapore,Charles de Gaulle,Changi,2026-03-20,08:00,15:30,7,30,Economy,Y,13352,46
FL00313,AI319,DEL,HKG,New Delhi,Hong Kong,Indira Gandhi Intl,Hong Kong Intl,2026-03-17,10:00,20:45,10,45,Business,J,89482,1
FL00314,G8623,NYC,AMD,New York,Ahmedabad,John F Kennedy Intl,Sardar Vallabhbhai Patel Intl,2026-05-09,03:30,06:45,3,15,Premium Economy,W,32987,48
FL00315,G8114,ICN,BOM,Seoul,Mumbai,Incheon Intl,Chhatrapati Shivaji Intl,2026-06-08,18:00,03:30,9,30,Business,J,46732,27
FL00316,9W605,ICN,CDG,Seoul,Paris,Incheon Intl,Charles de Gaulle,2026-07-26,09:15,22:45,13,30,First,F,138179,3
FL00317,JA742,KUL,MAA,Kuala Lumpur,Chennai,KLIA,Chennai Intl,2026-04-19,03:15,15:45,12,30,Economy,Y,5174,122
FL00318,G8433,MAA,ICN,Chennai,Seoul,Chennai Intl,Incheon Intl,2026-05-31,09:30,15:15,5,45,Business,J,74916,68
FL00319,G8995,DAC,DXB,Dhaka,Dubai,Hazrat Shahjalal Intl,Dubai Intl,2026-03-14,07:45,19:00,11,15,First,F,117793,64
FL00320,SG454,BOM,LHR,Mumbai,London,Chhatrapati Shivaji Intl,Heathrow,2026-03-15,04:30,10:00,5,30,First,F,103844,26
FL00321,SG443,HYD,DOH,Hyderabad,Doha,Rajiv Gandhi Intl,Hamad Intl,2026-02-28,15:45,05:15,13,30,First,F,176307,37
FL00322,6E362,LHR,DXB,London,Dubai,Heathrow,Dubai Intl,2026-06-05,17:15,00:45,7,30,Business,J,51466,68
FL00323,JA759,BKK,AUH,Bangkok,Abu Dhabi,Suvarnabhumi,Abu Dhabi Intl,2026-04-30,08:30,09:30,1,0,Business,J,61586,54
FL00324,AI810,BLR,HKG,Bangalore,Hong Kong,Kempegowda Intl,Hong Kong Intl,2026-03-06,21:45,02:00,4,15,Premium Economy,W,34115,129
FL00325,SG622,DXB,CCU,Dubai,Kolkata,Dubai Intl,Netaji Subhas Intl,2026-04-12,21:15,05:15,8,0,Business,J,71742,16
FL00326,UK284,PEK,KTM,Beijing,Kathmandu,Beijing Capital,Tribhuvan Intl,2026-03-09,09:15,22:00,12,45,First,F,191445,111
FL00327,G8447,NRT,DOH,Tokyo,Doha,Narita Intl,Hamad Intl,2026-03-10,10:45,12:45,2,0,First,F,194042,99
FL00328,G8835,AMD,LHR,Ahmedabad,London,Sardar Vallabhbhai Patel Intl,Heathrow,2026-03-27,16:30,00:45,8,15,First,F,162729,100
FL00329,9W586,FRA,COK,Frankfurt,Kochi,Frankfurt Intl,Cochin Intl,2026-08-21,14:30,01:30,11,0,First,F,106210,141
FL00330,6E698,COK,DEL,Kochi,New Delhi,Cochin Intl,Indira Gandhi Intl,2026-05-02,06:30,11:45,5,15,First,F,186499,146
FL00331,AI304,AMD,PEK,Ahmedabad,Beijing,Sardar Vallabhbhai Patel Intl,Beijing Capital,2026-04-05,01:30,13:45,12,15,Premium Economy,W,24586,85
FL00332,G8922,BOM,SIN,Mumbai,Singapore,Chhatrapati Shivaji Intl,Changi,2026-04-08,16:30,21:00,4,30,Economy,Y,7023,30
FL00333,AI450,DXB,HKG,Dubai,Hong Kong,Dubai Intl,Hong Kong Intl,2026-04-10,13:00,14:45,1,45,Economy,Y,7522,46
FL00334,6E548,FRA,SIN,Frankfurt,Singapore,Frankfurt Intl,Changi,2026-08-22,07:45,17:00,9,15,Economy,Y,6346,111
FL00335,G8561,NRT,PNQ,Tokyo,Pune,Narita Intl,Pune Intl,2026-06-22,01:00,05:15,4,15,Economy,Y,5344,143
FL00336,G8487,AUH,BKK,Abu Dhabi,Bangkok,Abu Dhabi Intl,Suvarnabhumi,2026-08-05,23:30,05:15,5,45,Business,J,66703,52
FL00337,JA530,DXB,ICN,Dubai,Seoul,Dubai Intl,Incheon Intl,2026-03-22,01:30,08:00,6,30,First,F,142986,9
FL00338,AI282,GOI,ICN,Goa,Seoul,Goa Intl,Incheon Intl,2026-07-08,22:30,03:30,5,0,Economy,Y,12216,128
FL00339,SG167,HKG,ICN,Hong Kong,Seoul,Hong Kong Intl,Incheon Intl,2026-06-15,08:30,23:00,14,30,Premium Economy,W,28385,68
FL00340,6E569,MAA,CMB,Chennai,Colombo,Chennai Intl,Bandaranaike Intl,2026-03-10,21:45,07:45,10,0,Business,J,79710,94
FL00341,AI352,AUH,YYZ,Abu Dhabi,Toronto,Abu Dhabi Intl,Toronto Pearson,2026-08-05,14:00,19:45,5,45,Business,J,38486,59
FL00342,9W322,SYD,AMD,Sydney,Ahmedabad,Kingsford Smith,Sardar Vallabhbhai Patel Intl,2026-05-24,23:45,03:15,3,30,Business,J,54325,36
FL00343,9W801,DOH,NRT,Doha,Tokyo,Hamad Intl,Narita Intl,2026-05-30,02:30,04:45,2,15,Business,J,80052,86
FL00344,G8202,AUH,CMB,Abu Dhabi,Colombo,Abu Dhabi Intl,Bandaranaike Intl,2026-06-16,10:00,23:45,13,45,Business,J,48459,7
FL00345,6E397,KUL,ICN,Kuala Lumpur,Seoul,KLIA,Incheon Intl,2026-04-06,21:30,03:45,6,15,First,F,150400,111
FL00346,G8188,ICN,DOH,Seoul,Doha,Incheon Intl,Hamad Intl,2026-07-11,03:45,08:15,4,30,Economy,Y,4418,114
FL00347,JA252,SIN,HYD,Singapore,Hyderabad,Changi,Rajiv Gandhi Intl,2026-03-01,19:30,08:45,13,15,Business,J,53327,27
FL00348,G8115,GOI,CDG,Goa,Paris,Goa Intl,Charles de Gaulle,2026-07-25,14:00,21:15,7,15,Premium Economy,W,22171,95
FL00349,JA991,DXB,HKG,Dubai,Hong Kong,Dubai Intl,Hong Kong Intl,2026-08-22,15:15,22:00,6,45,Business,J,79496,22
FL00350,JA840,BKK,ICN,Bangkok,Seoul,Suvarnabhumi,Incheon Intl,2026-08-02,14:15,23:00,8,45,Premium Economy,W,30415,19
FL00351,JA201,NRT,MAA,Tokyo,Chennai,Narita Intl,Chennai Intl,2026-03-15,23:30,02:45,3,15,First,F,117951,98
FL00352,9W358,JNB,NRT,Johannesburg,Tokyo,OR Tambo Intl,Narita Intl,2026-06-04,10:30,15:15,4,45,Business,J,40373,121
FL00353,9W550,KTM,YYZ,Kathmandu,Toronto,Tribhuvan Intl,Toronto Pearson,2026-06-25,03:00,06:30,3,30,First,F,120726,74
FL00354,G8661,BKK,AUH,Bangkok,Abu Dhabi,Suvarnabhumi,Abu Dhabi Intl,2026-04-18,09:45,20:30,10,45,Business,J,57427,121
